main_category,title,features,description,categories,details,parent_asin
All Electronics,TaiZiChangQin WH-CH510 Ear Pads Ear Cushions Earpads Replacement Compatible with Sony WH-CH500 WH-CH510 WHCH510 Wireless Headphone Protein Leather Black,"['⭐ Nice Compatible: Perfectly compatible with Sony WH-CH500 WH-CH510 WHCH510 Wireless Headphones. ( Please note: Not compatible with Sony other series Headset ).', '⭐ Easy Installation: Smooth installation with this complete replacement ear pads. No special tools are needed. Our ear pads look a bit smaller than the old ear pads, but it will be suitable for your headphones.', '⭐ Unmatched Comfort : Professional-grade protein leather is designed for long-term, crack-free durability. These high quality replacement pads are specifically designed for long-term comfort so you can enjoy long gaming sessions with your headphones pain free.', '⭐ Noise Reduction: It can reduce the noise coming from outside, and to enhance the fidelity of your audio by cushioning the vibrations between your ear and the headset, providing more vibrant sounds.', '⭐ You will received: 1 Pair ( 2 Pcs ) of Black Protein Leather Earpads.']",[],"['Electronics', 'Headphones, Earbuds & Accessories', 'Earpads']","{'Product Dimensions': '2.76 x 2.76 x 0.39 inches', 'Item Weight': '0.704 ounces', 'Best Sellers Rank': {'Electronics': 90402, 'Headphone Earpads': 2771}, 'Date First Available': 'November 8, 2021', 'Manufacturer': 'TaiZiChangQin', 'Country of Origin': 'China', 'Color': 'Black', 'Brand': 'TaiZiChangQin', 'Material': 'Faux Leather', 'Compatible Devices': 'Headphones', 'Item Dimensions LxWxH': '2.76 x 2.76 x 0.39 inches'}",B09L7Z7NLT
All Electronics,RiteAV RCA White (Black) Wall Plate 1 Gang Decorative Black,"['Tool-less connection. Just plug one cable into the front and one into the back of each port.', 'Wall plate looks the same on the front and back (female to female).', 'Fits standard outlet boxes and low voltage mounting brackets.', 'Jacks in plates are removable for future upgrades.', 'High quality item. Screws included.']",['Tool-less connection. Just plug one cable into the front and one into the back of each port. Wall plate looks the same on the front and back (female to female). Fits standard outlet boxes and low voltage mounting brackets. Jacks in plates are removable for future upgrades. High quality item. Screws included.'],"['Electronics', 'Home Audio', 'Home Audio Accessories', 'Distribution', 'Wall Plates & Connectors']","{'Package Dimensions': '6.5 x 4 x 1.5 inches', 'Item Weight': '0.32 ounces', 'Item model number': 'RAV-D-RWB-B1G', 'Date First Available': 'June 11, 2015', 'Manufacturer': 'RiteAV'}",B00ZGT5GRW
All Beauty,"ASIILOVI Headband Headphones Sleep Headphones, Bluetooth Headband with One Key Operation HD Speakers and Mic Perfect for Sleep Jogging Yoga Calling Daily Wear, Gift Ideas-Unisex","['【Sleep Headphones & Eye Mask & Sports Headband 3 in 1】 ASIILOVI HF013 Bluetooth Headband Headphones allows you enjoy music and protect you from being disturbed by mess hair and sweat. Suitable for gym, workout, jogging, yoga, audio books. The cozy band wireless headphones is comfortable enough to sleep in any position, air travel, office nap, bedroom.Comfortable for Side Sleepers Sleeping!', '【Soft and Breathable Sleeping Headphones, Comfy & Washable】Our Sleep Headphones Headband are extremely soft and lightweight, which is made of durable fabric. Breathable, soft, hypoallergenic,healthy. Easily stretch to fit all head sizes. It’s washable, Simply remove the speakers and clean the cozy headband. Help block out the noise without using the painful & fall out sleep ear buds. HD speakers and mic provides high-definition music and call quality.', '【Latest Bluetooth V5.0 Chip, 2 Hours Quick Charge, 10 Hours Playing】 Sleep headphones HF013 offer true HD HIFI sound, fast paring speed, less power consuming . Quality chip set ensure clear sound and lossless music even the headphones are in the sports. Charge 2 hours provide more than 10 hours playing time, 45 feet wireless range, connect to all Bluetooth enabled devices and automatically connect to your last paired.', '【Music Gift Ideas, Teen Boys/Girls/Men/Women】The speakers of our sleep headphones can be adjustable to fit the place of your ears. Compatible with Android, IOS. Achieve your best sleep by our Bluetooth headband Headphones, creates you a private space, not only make your sleep better but also enjoy your music time. This the great wearable gift for men/women, teen girls/boys, family, friends in festivals.', '【What You Get】Sleep headphones headband, Manual, universal micro USB cable, welcome guide, friendly customer service. Please contact us first if you have any question about the products.']",[],"['Electronics', 'Headphones, Earbuds & Accessories', 'Headphones & Earbuds', 'On-Ear Headphones']","{'Color': 'Black', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Brand': 'ASIILOVI', 'Item Form': 'Wrap', 'Package Dimensions': '5.08 x 4.17 x 1.26 inches; 2.4 Ounces', 'Item model number': 'VG011', 'Batteries': '1 Lithium Ion batteries required. (included)', 'UPC': '795400176447', 'Manufacturer': 'ASIILOVI', 'Country of Origin': 'China'}",B0BKSML7WW
All Electronics,"Dewalt Max Li-ion Battery Charger, Tool Battery Chargers (DCB112 12V - 20V Volt Battery Charger)",[],['Dewalt DCB112 charger 20v'],[],"{'Product Dimensions': '6.8 x 9.6 x 6.8 inches', 'Item Weight': '13.3 ounces', 'Item model number': 'Universal', 'Date First Available': 'December 6, 2020', 'Manufacturer': 'Dewalt'}",B08HQCLFTX
All Electronics,"Plugable HDMI to VGA Adapter, Driverless 6 Foot (1.8 Meter) Converter Cable Supporting Up to 1920 x 1080 (60Hz)","['HDMI TO VGA - Connect a HDMI output on a laptop, desktop, or docking station to a VGA computer monitor or projector', 'SUPPORTED RESOLUTIONS - Compatible VGA displays up to 1920x1080 at 60Hz refresh rate, lower resolutions are supported at 60Hz', 'SIMPLE INSTALLATION - No installation software or drivers required; connect the VGA end of the 6ft/1.8m cable to the display, and the HDMI end to the computer, the flat cable helps prevent tankgs and makes management easy', 'COMPATIBILITY - Compatible with desktop and laptop computers with HDMI outputs, due to power requirements: not recommended for use with Apple computers, Raspberry Pi, Roku, Apple TV, BluRay players, DVD Players, or gaming consoles', '2 YEAR WARRANTY - We love our Plugable products, and hope you will too. All of our products are backed with a 2-year limited parts and labor warranty as well as Seattle-based email support']",[],"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'HDMI-to-VGA Adapters']","{'Product Dimensions': '0.02 x 0.02 x 0.02 inches', 'Item Weight': '0.317 ounces', 'Item model number': 'HDMI-VGA', 'Best Sellers Rank': {'HDMI-to-VGA Adapters': 319, 'Computer Cables & Interconnects': 33322}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'December 5, 2013', 'Manufacturer': 'Plugable', 'Country of Origin': 'China'}",B00H4J5B9U
Camera & Photo,Sony Alpha Leather carrying case for DSLR,"['2 way to carry (waist and hand)', 'Genuine Leather', 'Black with cinnarbar trim']",['Leather carrying case for alpha DSLR'],"['Electronics', 'Camera & Photo', 'Bags & Cases', 'Camera Cases']","{'Product Dimensions': '6.7 x 4.9 x 9.8 inches', 'Item Weight': '12.8 ounces', 'Item model number': 'LCS-AMLC2', 'Date First Available': 'April 18, 2005', 'Manufacturer': 'Sony'}",B000VXWP04
Camera & Photo,Fujifilm Instax Mini 8 Instant Film Camera (Pomegranate Red),"['New slimmer and lighter body', 'Works with Fuji INSTAX Mini style film', 'Automatic exposure measurement. The camera signals the recommended aperture setting with a flashing LED. This helps capture the perfect photo every time.', 'New High-Key mode - Take brighter pictures with a soft look - perfect for portraits.', 'New improved viewfinder for greater clarity and visibility.']",['The Fujifilm Instax Mini 8 Instant Film Camera is a compact instant film camera that uses the Fujifilm Instax Mini type film to produce instant credit card-sized prints. The Fujifilm Instax Mini 8 features a Fujinon 60mm lens that is capable of focusing close to 2 ft. Its built-in flash provides additional light for exposures especially working in low-light conditions. The automatic exposure control ensures consistently accurate exposures in a variety of lighting conditions. The Fujifilm Instax Mini 8 uses two AA batteries as its power source. Features: Brightness adjustment dial: The Fujifilm Instax Mini 8 automatically determines the best brightness for taking a picture and informs you of the suitable setting by lighting the corresponding lamp. Turn the brightness adjustment dial to the position (mark) of the lit lamp. You can take a high-key photo easily: Setting the brightness adjustment dial to the high-key mode mark allows you to take pictures with a softer impression. Accepts Fujifilm Instax Instant Film Produces Credit Card-Sized Prints Fujinon 60mm f/12.7 Lens Optical 0.37x Real Image Viewfinder Auto Exposure with Manual Switching Built-In FlashAA Battery Power.'],"['Electronics', 'Camera & Photo', 'Film Photography', 'Film Cameras', 'Instant Cameras']","{'Product Dimensions': '3 x 5 x 5.5 inches', 'Item Weight': '1.04 pounds', 'Item model number': 'Instax Mini 8 Instant Film Camera', 'Batteries': '2 AA batteries required. (included)', 'Best Sellers Rank': {'Electronics': 269993, 'Instant Film Cameras': 1857}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'September 15, 2017', 'Manufacturer': '42101100', 'Brand': 'Fujifilm', 'Color': 'POMEGRANATE RED', 'Film Format Type': 'Instant', 'Item Dimensions LxWxH': '3 x 5 x 5.5 inches', 'Included Components': '2 AA batteries, Wrist Strap, Manual, Camera, USA Warranty', 'Compatible Devices': 'Camera', 'Exposure Control Type': 'Automatic'}",B075S8H5LY
Industrial & Scientific,EBL 12 Bay LCD Universal Battery Charger for Rechargeable AA AAA 9V NIMH NICD Batteries,"['Upgraded Charging freely - Independent charging channels smart charger, can charge 1-10 pieces AA/AAA Ni-Mh/Ni-CD rechargeable batteries and 1-2 pieces 9V Ni-Mh/Ni-CD/Li-ion rechargeable batteries', 'LCD Display - Smart LCD screen will indicate the whole charging process for the AA/AAA batteries and the LED light will indicate the 9V’s.', 'Safety guarantee - Battery detection technology, automatically turn to trickle charge when batteries are full charged.', 'Intelligent control - Advanced MCU control and -∆V function, over-heat and over-current protection, short-circuit protection, non-rechargeable and defective battery detection.', 'Biggest Save - Best aa aaa battery charger but lowest price and high efficient after sale service always here to help']",[],"['Electronics', 'Household Batteries, Chargers & Accessories', 'Battery Chargers']","{'Brand': 'EBL', 'Color': 'Black', 'Product Dimensions': '9.06 x 4.13 x 1.18 inches; 11.84 Ounces', 'Item Weight': '0.74 Pounds', 'Input Voltage': '9 Volts', 'Is Discontinued By Manufacturer': 'No', 'Item model number': 'EBL-999', 'Date First Available': 'October 23, 2014', 'Manufacturer': 'EBL', 'Country of Origin': 'China'}",B00OT7HSBO
Computers,"mafiti RK101 Computer Keyboard Mouse Combo Wired, RGB Backlit USB Keyboard for PC Mac Laptop Desktop, Gaming Office","['Keyboard and mouse combo, come with box package, ideal for kids boy men boyfriend birthday Christmas gifts', 'Cool and beauty backlight, allow you use it in dark, makes your game experience more perfect,gorgeous but practical', 'Plug and play, no software needed. Just plug in the USB cord and your usb keyboard mouse set are ready to use', 'Ergonomic design for keyboard and mouse release your hand from fatigue,\xa0comfortable and efficient typing, ideal for study, office home work day by day', 'Professional mechanical feeling bring you cool usage experience no matter for Gaming or Office', '104 keys full size slim keyboard with 12 multimedia keys, keyboard keys life 5 million click, durability', 'Mouse keys life 3 million click, 4 DPI (1200/1600/2400/3200 DPI), laser carved characters, non-slip design', 'Compatible with desktop, notebook and PC Mac Laptop Windows 7/8/10/Vista. Work well for PS4 Game', 'Package including computer keyboard and mouse combo, 1-year manufacturer warranty', 'Note that Color of the keyboard is fixed rainbow color, could not be change to single color']",[],"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Keyboard & Mouse Combos']","{'Product Dimensions': '17.1 x 5.4 x 1.1 inches', 'Item Weight': '1.65 pounds', 'Manufacturer': 'mafiti', 'Item model number': 'Mafiti RK101', 'Best Sellers Rank': {'Computer Keyboard & Mouse Combos': 330}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 21, 2018', 'Brand': 'Mafiti', 'Color': 'Keyboard mouse combo with RGB backlit', 'Connectivity Technology': 'Usb', 'Special Feature': 'Hotkeys_and_media_keys', 'Compatible Devices': 'Laptop, Personal Computer, Windows, Mac'}",B0BKFX6FWW
Computers,"for Microsoft Surface Laptop Go 2, Laptop Go, Laptop 2 3 4, Laptop Studio, Pro 6, Pro 7, Pro 8, Pro X, Pro 7 Plus 13.3 Inch Laptop Sleeve","['Premium water-resistant neoprene material offers a ultra slim lightweight design and superior protection to protect laptop/notebook from dust, shocks, bumps, scratches, scuffs and spills. And with extra flap interior, prevent your device drop accidently.', 'Quick dual top-loading zipper on the bag glides smoothly, and with wide opening, allowing for an easy and convenient access to your laptop computer.', 'Easily sliding into your briefcase, backpack or other luggage bags, which make it so convenient for daily use and traveling wherever you go.', 'A large pocket in front of the sleeve case provides you more extra strorage space for storing small stuff or computer accessories, such as portable charger power bank adapter, Usb cables, pens, earphone, business card, etc.', 'Internal Case Dimension: 13 x 9 Inch. Compatible with: Fit for Microsoft Surface Pro X, Book 2 3, Laptop 2 3, Samsung Galaxy Book S, Ion, Flex, Flex α, Jumper Ezbook X3, X3 Pro, Macbook Air, Macbook Pro 13 and more.']","['Internal Case Dimension: 13 x 9 Inch. Compatible with: Fit for Microsoft Surface Pro X, Book 2 3, Laptop 2 3, Samsung Galaxy Book S, Ion, Flex, Flex α, Jumper Ezbook X3, X3 Pro, Macbook Air, Macbook Pro 13 and other 12.5""-13.3"" Laptop (Size not larger than 13 x 9 Inch) This laptop slim Sleeve Case made by high quality neoprene material,so you can carry your Laptop or tablet anywhere, conveniently and safely in any briefcase, backpack and luggage. Special and beautiful design, so you also take it as a carrying sleeve. Lightweight design for easy mobility, heavy duty zipper closure design Protect your Laptop from bumps, shock and scratches, and keep your device dustproof when you are put on the table or desk. The material is water repellent, keep your device dry and safe. With extra flip at the interior, prevent the laptop drop accidently. Dual zipper, wide opening, could zip open and close the sleeve at both end, and easy access to your device.', 'Internal Case Dimension: 13 x 9 Inch. Compatible with: Fit for Microsoft Surface Pro X, Book 2 3, Laptop 2 3, Samsung Galaxy Book S, Ion, Flex, Flex α, Jumper Ezbook X3, X3 Pro, Macbook Air, Macbook Pro 13 and other 12.5""-13.3"" Laptop (Size not larger than 13 x 9 Inch) This laptop slim Sleeve Case made by high quality neoprene material,so you can carry your Laptop or tablet anywhere, conveniently and safely in any briefcase, backpack and luggage. Special and beautiful design, so you also take it as a carrying sleeve. Lightweight design for easy mobility, heavy duty zipper closure design Protect your Laptop from bumps, shock and scratches, and keep your device dustproof when you are put on the table or desk. The material is water repellent, keep your device dry and safe.', 'With extra flip at the interior, prevent the laptop drop accidently.', 'Dual zipper, wide opening, could zip open and close the sleeve at both end, and easy access to your device.']","['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves', 'Sleeves']","{'Product Dimensions': '13.5 x 0.5 x 9.5 inches', 'Item Weight': '9 ounces', 'Item model number': 'NBKLEA64X', 'Best Sellers Rank': {'Laptop Sleeves': 23200}, 'Is Discontinued By Manufacturer': 'No', 'Special features': 'Lightweight, Shock resistant, Neoprene Material, Slim, Protective', 'Other display features': 'PC Accessory', 'Form Factor': 'Sleeve', 'Color': 'Magenta', 'Department': 'Unisex Adult', 'Manufacturer': 'VanGoddy', 'Country of Origin': 'China', 'Date First Available': 'August 15, 2018', 'Brand': 'Vangoddy', 'Compatible Devices': 'Laptops', 'Material': 'Neoprene'}",B07GGS5B45
